,Lips Color,Mouth,Earrings,Necklace,Clothes,Hairstyle,Facial Features,Eyes,Skin Tone,Background,Face Accessories,Rarity score,Token Id
159,Burgundy,Surprised,None,Amazonite Energy,Faux Fur Coat,Bob,Elven Warrior,Yellow Straight,Deep Bronze,Dark Emerald,None,36.42145358670466,159
160,Burgundy,Stern,Silver Drops,Rainbow,70s Shirt,Silver,Feline Eyes,Black To The Left,Deep Bronze,Blue Green,None,40.57526223399668,160
161,Flashy Blue,Surprised,None,Empress of Darkness,70s Shirt,Curly Ponytail,Eyebrow Piercing,Black To The Left,Light Medium Warm Gold,Green Purple,None,38.891236886094475,161
162,Burgundy,Surprised,Pearls,Golden Bib,Adventurer,Curly Ponytail,None,Green To The Right,Medium Gold,Orange Yellow,None,37.65628777523731,162
163,Burgundy,Stern,Empresses Of Darkness,Tutti Frutti Beads,Striped Tee,Lucky Green,Marilyn,Black Eye Roll,Light Warm Yellow,Pink Pastel,None,41.88275952911742,163
164,Flashy Blue,Stern,Queen's Emeralds,Back To The 90s,70s Shirt,Lollipop,None,Heterochromia To The Right,Light Medium Warm Gold,Green Purple,Black Round Retro,76.8023367183462,164
165,Party Pink,Stern,None,Amazonite Energy,White Tee,Braided Ponytail,Antoinette,Brown Straight,Golden,Green Orange,Red Round Sunglasses,71.20912384599173,165
166,Flashy Blue,Cigarette,Classic Hoops,None,Emerald Elven Cape,Braided Ponytail,None,Black Eye Roll,Light Medium Warm Gold,Orange Yellow,Round Glasses,60.887772314464485,166
167,Passion Red,Countryside,None,Back To The 90s,Cherry Tee,Long Dark,Pearl Eyes,Blue To The Right,Light Warm Olive,Red Turquoise,None,31.521392564771954,167
168,Passion Red,Slightly Open,Triple Rings,Golden Bib,Adventurer,Boy Cut,Marilyn,Yellow To The Right,Light Warm Yellow,Green Purple,Round Glasses,65.87355246462687,168
169,Purple,Surprised,Lucky Charms,Satin Choker,NFT Goddesses Top,Colorful,Rose Tattoo,Brown Eye Roll,Light Medium Warm Gold,Purple Pink,None,48.981943306522254,169
170,Passion Red,Slight Smile,Ocean Hoops,None,Futuristic Dress,Boy Cut,Feline Eyes,Heterochromia Eye Roll,Light Warm Yellow,Pink Pastel,Black Round Retro,52.217178314817005,170
171,Passion Red,Surprised,Pearls,None,Red Leather Jacket,Curly Ponytail,Antoinette,Black Eye Roll,Medium Olive,Pink Pastel,70s Feels,45.66646477203103,171
172,Burgundy,Whistle,WoW Coins,Rainbow,NFT Goddesses Top,Retro,Sunset,Brown To The Left,Light Warm Olive,Pink Pastel,Oversized Statement Sunglasses,84.92465596922875,172
173,Passion Red,Slightly Open,White Ovals,None,Freedom Is Power Tee,Fuchsia,Rose Tattoo,Green To The Left,Deep Bronze,Blue Green,Hypnotic Glasses,56.529640642520754,173
174,Purple,Stern,Triple Rings,Malka,Red Leather Jacket,Natural Red,None,Blue Straight,Light Warm Yellow,Orange Yellow,None,35.65541078507431,174
175,Burgundy,Cigarette,Pearls,Satin Choker,Psychedelic Dress,Braided Ponytail,Neck Tattoo,Black Eye Roll,Cyber Green,Red Turquoise,None,50.15727015101139,175
176,Passion Red,Surprised,Triple Rings,Back To The 90s,70s Shirt,Boy Cut,None,Brown Straight,Light Warm Yellow,Dark Purple,Black Mask,58.1275037058974,176
177,Passion Red,Huh,Spikes,Back To The 90s,80s Silk Shirt,Bun,Claw Scar,Brown To The Right,Deep Neutral,Red Turquoise,Round Glasses,72.38467259175317,177
178,Burgundy,Stern,Flower Power,Golden Flakes,Gala Dress,Retro,Eye Scar,Green To The Right,Deep Warm Gold,Blue Green,None,47.28471662630106,178
179,Burgundy,Countryside,None,Back To The 90s,70s Shirt,Curly Pearl Updo,Flashy Blue,Black To The Right,Deep Bronze,Dark Emerald,Oversized Statement Sunglasses,68.1055580123066,179
180,Passion Red,Slightly Open,Triple Rings,Golden Bib,Cherry Tee,Bob,Claw Scar,Green Straight,Medium Olive,Green Orange,Black Round Retro,68.20460923531178,180
181,Party Pink,Stern,Yam's Fave,None,Futuristic Dress,Fuchsia,Nose Piercing,Black To The Right,Deep Warm Gold,Pink Pastel,None,31.006051435797488,181
182,Passion Red,Stern,Silver Drops,Golden Flakes,Cherry Tee,Purple Rainbow,Rainbow,Black Eye Roll,Cool Blue,Orange Yellow,None,35.13372626116421,182
183,Party Pink,Countryside,None,None,Adventurer,Platinum Pixie,Leader,Black Straight,Medium Olive,Soft Purple,None,25.14201953771748,183
184,Burgundy,Slightly Open,None,Tutti Frutti Beads,Painter's Overall,Finger Waves,Heart Tattoo,Purple Straight,Deep Bronze,Pink Pastel,70s Feels,61.858574039352106,184
185,Passion Red,Surprised,None,Spike Choker,Polka Dot Top,Rose Hair,Eye Scar,Brown Straight,Deep Warm Gold,Blue Green,None,27.374183587436985,185
186,Purple,Slightly Open,None,Golden Bib,Little Red Dress,Bun,Freckles,Brown To The Left,Rainbow Bright,Dark Emerald,Black Round Retro,69.55180428829225,186
187,Passion Red,Countryside,Silver Drops,Golden Flakes,Cabaret Corset,Long Dark,Red Eyeliner,Brown To The Right,Deep Bronze,Yellow Pink,Oversized Statement Sunglasses,69.0037058779158,187
188,Gold,Slightly Open,WoW Coins,Back To The 90s,Freedom Is Power Tee,Boy Cut,Eyebrow Tattoo MMXXI,Black Eye Roll,Medium Olive,Dark Emerald,Cateye Sunglasses,83.23409501048538,188
189,Purple,Slight Smile,Pearls,None,Tunic,Rose Hair,Heart Tattoo,Purple Eye Roll,Deep Warm Gold,Dark Purple,70s Feels,58.48404518301976,189
190,Party Pink,Slight Smile,WoW Coins,Malka,Freedom Is Power Tee,Lollipop,Antoinette,Purple Eye Roll,Burning Red,Red Turquoise,Classic Aviator WoW,86.02075636696792,190
191,Flashy Blue,Whistle,Yam's Fave,Malka,Adventurer,Curly Ponytail,Red Eyeliner,Yellow To The Left,Light Warm Olive,Purple Pink,None,57.66567588462531,191
192,Passion Red,Slight Smile,WoW Coins,Malka,Fantasy Shirt,Natural Red,Nose Piercing,Green To The Left,Light Warm Yellow,Pink Pastel,Classic Aviator WoW,67.41215386610207,192
193,Passion Red,Slightly Open,60s Fantasy,Tutti Frutti Beads,Red Leather Jacket,Retro,Cyber Warrior,Black Eye Roll,Light Warm Olive,Pink Pastel,Resting Butterfly,71.0837611103591,193
194,Purple,Whistle,Ocean Hoops,None,Emerald Elven Cape,Boy Cut,Rainbow,Blue To The Left,Medium Olive,Blue Green,None,33.34398990186463,194
195,Party Pink,Huh,Classic Hoops,Malka,Cherry Tee,Braided Ponytail,Treble Bass Clef Tattoo,Green Eye Roll,Deep Bronze,Green Purple,None,56.87322118204291,195
196,Burgundy,Slight Smile,Empresses Of Darkness,Wolf Pendant,Red Leather Jacket,Curly Ponytail,Red Eyeliner,Brown To The Right,Medium Gold,Dark Purple,Cateye Sunglasses,81.98611761126574,196
197,Passion Red,Stern,Lightning Bolts,Tutti Frutti Beads,Gala Dress,Retro,Marilyn,Black To The Left,Deep Neutral,Orange Yellow,None,36.659259747410886,197
198,Passion Red,Slightly Open,Silver Drops,None,Steampunk Octopus Top,Badass Bob,Claw Scar,Blue To The Left,Light Warm Olive,Dark Emerald,Classic Aviator WoW,55.42008398872858,198
199,Gold,Cigarette,Queen's Emeralds,Satin Choker,NFT Goddesses Top,Natural Red,None,Yellow Eye Roll,Deep Warm Gold,Pink Pastel,Round Glasses,87.30177175412771,199
200,Party Pink,Whistle,60s Fantasy,Amazonite Energy,80s Silk Shirt,Natural Red,Heart Tattoo,Black Eye Roll,Light Warm Olive,Dark Emerald,None,52.34308261204814,200
201,Passion Red,Slightly Open,Ocean Hoops,Malka,Adventurer,Boy Cut,Antoinette,Blue To The Right,Deep Neutral,Orange Yellow,Classic Aviator WoW,65.12738000712025,201
202,Passion Red,Huh,Ocean Hoops,None,Steampunk Octopus Top,Badass Bob,Rose Tattoo,Purple Eye Roll,Light Warm Yellow,Dark Purple,Oversized Statement Sunglasses,65.29256598722787,202
203,Purple,Slightly Open,Spikes,None,Futuristic Dress,Bun,Rainbow,Purple Straight,Rainbow Bright,Dark Emerald,None,32.75615211714306,203
204,Flashy Blue,Huh,Triple Rings,Satin Choker,White Tee,Lollipop,Marilyn,Black Straight,Burning Red,Yellow Pink,Psychedelic Sunglasses,84.29717128956288,204
205,Passion Red,Countryside,Ocean Hoops,Sun Keeper,NFT Goddesses Top,Feeling Turquoise,Antoinette,Blue Straight,Medium Gold,Purple Pink,Round Glasses,70.59515353521438,205
206,Passion Red,Slightly Open,Pearls,None,Checkmate,Natural Red,Rose Tattoo,Black To The Right,Light Warm Olive,Green Purple,Red Round Sunglasses,46.00299456332836,206
207,Gold,Surprised,Flower Power,Malka,Cherry Tee,Fuchsia,Marilyn,Black To The Right,Cyber Green,Purple Pink,Round Glasses,81.08793540298836,207
208,Gold,Surprised,Lucky Charms,Golden Flakes,Fantasy Shirt,Curly Ponytail,Feline Eyes,Black To The Right,Cyber Green,Orange Yellow,3D Glasses,84.2179547461941,208
209,Flashy Blue,Slight Smile,60s Fantasy,None,Painter's Overall,Finger Waves,Red Eyeliner,Brown Straight,Cool Blue,Yellow Pink,70s Feels,66.07177709549013,209
210,Burgundy,Surprised,60s Fantasy,Golden Flakes,NFT Goddesses Top,Lucky Green,Feline Eyes,Black Eye Roll,Deep Bronze,Green Orange,None,42.02802959239472,210
211,Burgundy,Stern,WoW Coins,Rainbow,Cabaret Corset,Double Buns,Crystal Queen,Green Eye Roll,Medium Olive,Soft Purple,None,48.097004025058055,211
212,Purple,Stern,Pearls,Malka,Psychedelic Dress,Lioness,Neck Tattoo,Black Straight,Medium Gold,Green Purple,3D Glasses,73.11100113198988,212
213,Purple,Slight Smile,Triple Rings,WoW Coin,Adventurer,Lollipop,Sunset,Black To The Right,Light Medium Warm Gold,Blue Green,None,39.70343049462709,213
214,Passion Red,Countryside,Triple Rings,None,Adventurer,Fuchsia,None,Black Straight,Deep Warm Gold,Soft Purple,None,13.439673450967824,214
215,Burgundy,Surprised,Pearls,Malka,Freedom Is Power Tee,Bob,Red Eyeliner,Black Eye Roll,Deep Bronze,Orange Yellow,None,37.66289074343813,215
216,Burgundy,Surprised,Triple Rings,Golden Flakes,Red Leather Jacket,Platinum Pixie,Eyebrow Piercing,Yellow To The Left,Cool Blue,Red Turquoise,None,45.34983305769673,216
217,Space,Slight Smile,Lucky Charms,Gold Ruler,Red Leather Jacket,Braided Ponytail,None,Blue Straight,Deep Warm Gold,Soft Purple,None,50.44784594747782,217
218,Purple,Stern,Pearls,None,Psychedelic Dress,Lucky Green,Nose Piercing,Purple Straight,Deep Warm Gold,Dark Emerald,70s Feels,55.426719325811916,218
219,Purple,Surprised,Ocean Hoops,Gold Ruler,70s Shirt,Bob,Flashy Blue,Blue Straight,Light Warm Olive,Orange Yellow,Red Round Sunglasses,71.88931344652364,219
220,Passion Red,Slight Smile,White Ovals,None,Checkmate,Feeling Turquoise,Eyebrow Piercing,Black Eye Roll,Cyber Green,Purple Pink,Red Round Sunglasses,52.540778886016604,220
221,Purple,Huh,Silver Drops,Rainbow,Adventurer,Feeling Turquoise,Feline Eyes,Brown Eye Roll,Light Medium Warm Gold,Red Turquoise,None,49.86673794408297,221
222,Purple,Surprised,Triple Rings,Back To The 90s,Fantasy Shirt,Retro,Sunset,Blue Straight,Light Warm Olive,Yellow Pink,None,42.35823445991846,222
223,Burgundy,Cigarette,Spikes,None,Steampunk Octopus Top,Platinum Pixie,Eyebrow Piercing,Black To The Left,Light Warm Yellow,Green Orange,Black Mask,62.129306568755815,223
224,Passion Red,Cigarette,Flower Power,Malka,Cherry Tee,Bob,Treble Bass Clef Tattoo,Blue To The Right,Deep Bronze,Red Turquoise,Round Glasses,75.0524401208367,224
225,Burgundy,Slight Smile,Flower Power,Golden Flakes,Gala Dress,Platinum Pixie,Rainbow,Black To The Right,Medium Olive,Orange Yellow,On Fire,74.70899760512658,225
226,Passion Red,Whistle,Classic Hoops,Amazonite Energy,Polka Dot Top,Platinum Pixie,Heart Tattoo,Black Straight,Light Medium Warm Gold,Dark Emerald,None,37.226990075993236,226
227,Passion Red,Whistle,Classic Hoops,Spike Choker,Red Leather Jacket,Platinum Pixie,Heart Tattoo,Black To The Left,Deep Bronze,Dark Purple,Black Round Retro,68.851765466647,227
228,Flashy Blue,Whistle,Silver Drops,Amazonite Energy,Striped Tee,Retro,Antoinette,Purple Eye Roll,Light Medium Warm Gold,Purple Pink,None,55.13643081463161,228
229,Burgundy,Countryside,Flower Power,Spike Choker,Gala Dress,Boy Cut,Nose Piercing,Purple To The Right,Deep Neutral,Orange Yellow,Black Round Retro,83.96710708787684,229
230,Passion Red,Whistle,Silver Drops,WoW Coin,NFT Goddesses Top,None,Rose Tattoo,Brown To The Right,Golden,Dark Purple,None,51.82153677579184,230
231,Purple,Bubble Gum,None,None,Fantasy Shirt,Lollipop,Freckles,Brown To The Right,Burning Red,Blue Green,Black Mask,57.024873636266996,231
232,Purple,Slightly Open,Triple Rings,Golden Flakes,Cherry Tee,Lollipop,Antoinette,Black To The Right,Deep Bronze,Pink Pastel,None,36.46091490548035,232
233,Purple,Slight Smile,Ocean Hoops,None,Tuxedo,Bun,None,Black To The Right,Deep Warm Gold,Orange Yellow,None,18.61045510373261,233
234,Burgundy,Countryside,None,Golden Flakes,Striped Tee,Platinum Pixie,None,Blue Eye Roll,Light Warm Yellow,Soft Purple,None,28.357942252946554,234
235,Purple,Stern,Lightning Bolts,Gold Ruler,Striped Tee,Lollipop,Eyebrow Tattoo MMXXI,Black To The Left,Night Goddess,Blue Green,Oversized Statement Sunglasses,79.9191963413201,235
236,Burgundy,Whistle,Yam's Fave,None,Emerald Elven Cape,Finger Waves,Marilyn,Green To The Left,Light Medium Warm Gold,Purple Pink,Red Round Sunglasses,65.02176081054891,236
237,Burgundy,Whistle,Lucky Charms,Sun Keeper,Adventurer,Bun,Eye Scar,Blue Straight,Light Warm Yellow,Dark Emerald,Round Glasses,77.25795253418227,237
238,Burgundy,Slight Smile,Flower Power,None,Adventurer,Lollipop,None,Black Eye Roll,Deep Bronze,Dark Emerald,Black Mask,48.248529017708336,238
239,Purple,Whistle,Lucky Charms,Golden Flakes,Polka Dot Top,Platinum Pixie,None,Black To The Left,Deep Bronze,Dark Emerald,None,38.30339315201379,239
240,Passion Red,Stern,Queen's Emeralds,Satin Choker,Little Red Dress,Braided Ponytail,Nose Piercing,Black To The Right,Deep Neutral,Blue Green,None,34.196067533044115,240
241,Passion Red,Whistle,Triple Rings,Back To The 90s,Painter's Overall,Rose Hair,Pearl Eyes,Black To The Right,Light Warm Olive,Soft Purple,Psychedelic Sunglasses,68.97729727550075,241
242,Flashy Blue,Slightly Open,Pearls,None,Witch Dress,Braided Ponytail,Eye Scar,Green Straight,Deep Warm Gold,Orange Yellow,Red Round Sunglasses,62.921696544128956,242
243,Purple,Stern,None,Sun Keeper,Painter's Overall,Lollipop,None,Black Eye Roll,Light Warm Yellow,Blue Green,None,20.40025157311068,243
244,Burgundy,Slight Smile,Silver Drops,Golden Flakes,Naiade,Rose Hair,Nose Piercing,Black Straight,Light Warm Olive,Dark Purple,70s Feels,69.82244170623882,244
245,Purple,Stern,None,None,White Tee,Finger Waves,Heart Tattoo,Green Straight,Medium Olive,Dark Emerald,Red Round Sunglasses,44.67576496138389,245
246,Purple,Stern,Pearls,None,Adventurer,Feeling Turquoise,Crystal Queen,Black To The Right,Light Warm Yellow,Yellow Pink,Red Round Sunglasses,53.016422239978176,246
247,Purple,Whistle,None,None,Futuristic Dress,Bun,Claw Scar,Black To The Left,Deep Bronze,Yellow Pink,None,20.380294027479863,247
248,Passion Red,Cigarette,Pizza Lovers,WoW Coin,80s Silk Shirt,Bob,Flashy Blue,Yellow Eye Roll,Light Warm Yellow,Blue Green,None,50.256454788468076,248
249,Purple,Whistle,Spikes,Wolf Pendant,70s Shirt,Boy Cut,Eye Scar,Black Straight,Light Medium Warm Gold,Orange Yellow,Red Round Sunglasses,77.4692985808169,249
250,Burgundy,Whistle,Spikes,None,Witch Dress,Braided Ponytail,Heart Tattoo,Purple Eye Roll,Burning Red,Red Turquoise,Red Round Sunglasses,66.16411438990889,250
251,Purple,Stern,None,Satin Choker,Red Leather Jacket,Badass Bob,None,Black To The Left,Light Warm Olive,Red Turquoise,Oversized Statement Sunglasses,55.162458999220355,251
252,Passion Red,Slightly Open,Flower Power,Golden Flakes,Cherry Tee,Bob,None,Black Eye Roll,Light Medium Warm Gold,Blue Green,None,26.158887527325685,252
253,Flashy Blue,Cigarette,Pearls,None,Warrior Armor,Curly Ponytail,None,Green To The Right,Light Medium Warm Gold,Purple Pink,None,35.84680326517019,253
254,Gold,Surprised,WoW Coins,Tutti Frutti Beads,White Tee,Natural Red,Antoinette,Brown Eye Roll,Deep Bronze,Dark Emerald,Oversized Statement Sunglasses,81.09460838259633,254
255,Party Pink,Slightly Open,60s Fantasy,Golden Bib,Psychedelic Dress,Braided Ponytail,Sunset,Black To The Left,Burning Red,Green Purple,None,54.007288467159995,255
256,Gold,Slightly Open,Spikes,WoW Coin,Painter's Overall,Finger Waves,Eyebrow Piercing,Brown To The Right,Deep Warm Gold,Green Purple,None,51.10818698692638,256
257,Gold,Stern,None,Wolf Pendant,70s Shirt,Feeling Turquoise,None,Brown Straight,Light Medium Warm Gold,Orange Yellow,Black Mask,68.554553682157,257
258,Purple,Slight Smile,None,WoW Coin,Faux Fur Coat,Fuchsia,Feline Eyes,Black To The Right,Cyber Green,Soft Purple,None,32.71667032747004,258
259,Passion Red,Countryside,Silver Drops,None,Tunic,Retro,None,Green Straight,Medium Olive,Soft Purple,Classic Aviator WoW,50.28234757015885,259
260,Passion Red,Stern,Triple Rings,WoW Coin,Faux Fur Coat,Boy Cut,Rainbow,Black Eye Roll,Deep Bronze,Dark Purple,Oversized Statement Sunglasses,62.57834053705575,260
261,Burgundy,Slight Smile,Classic Hoops,Malka,Cherry Tee,Long Dark,Eyebrow Piercing,Black To The Right,Medium Olive,Dark Purple,Black Mask,69.92804175036001,261
262,Purple,Slight Smile,Queen's Emeralds,None,Cabaret Corset,Curly Pearl Updo,Red Eyeliner,Green Straight,Deep Warm Gold,Dark Emerald,None,31.270490099486565,262
263,Burgundy,Stern,None,None,Tuxedo,Natural Red,Elven Warrior,Brown To The Right,Light Medium Warm Gold,Soft Purple,Red Round Sunglasses,48.538955556219285,263
264,Passion Red,Stern,Triple Rings,WoW Coin,Fantasy Shirt,Braided Ponytail,Crystal Queen,Black To The Left,Light Warm Olive,Green Orange,Round Glasses,61.95104738218456,264
265,Flashy Blue,Stern,Silver Drops,Golden Bib,80s Silk Shirt,Lucky Green,Feline Eyes,Black To The Right,Light Warm Olive,Yellow Pink,Black Round Retro,77.64089732644302,265
266,Purple,Slight Smile,Spikes,Gold Ruler,Polka Dot Top,Bun,Nose Piercing,Black To The Left,Cyber Green,Green Orange,None,41.427067095417314,266
267,Gold,Slightly Open,None,WoW Coin,Polka Dot Top,Fuchsia,Eyebrow Piercing,Green Straight,Deep Bronze,Yellow Pink,None,40.245020379873225,267
268,Space,Surprised,None,Golden Flakes,80s Silk Shirt,None,Marilyn,Blue To The Left,Light Warm Olive,Green Purple,None,44.689395578960955,268
269,Burgundy,Stern,Ocean Hoops,Tutti Frutti Beads,White Tee,Finger Waves,None,Black Eye Roll,Light Medium Warm Gold,Green Orange,None,32.00339055748874,269
270,Party Pink,Slightly Open,Queen's Emeralds,None,Psychedelic Dress,Lollipop,Rainbow,Black To The Right,Deep Neutral,Red Turquoise,Red Round Sunglasses,60.23413594822924,270
271,Passion Red,Surprised,Pearls,Gold Ruler,Fantasy Shirt,Fuchsia,Eyebrow Tattoo MMXXI,Blue To The Left,Light Medium Warm Gold,Green Orange,None,36.07804276723883,271
272,Burgundy,Cigarette,WoW Coins,Tutti Frutti Beads,Gala Dress,Lucky Green,Eyebrow Piercing,Black To The Right,Medium Gold,Green Purple,Black Round Retro,81.23325830457942,272
273,Burgundy,Stern,Triple Rings,WoW Coin,Red Leather Jacket,Lucky Green,None,Blue Straight,Light Warm Yellow,Red Turquoise,Oversized Statement Sunglasses,67.48480508306163,273
274,Purple,Surprised,Empresses Of Darkness,None,Emerald Elven Cape,Long Dark,None,Yellow Eye Roll,Light Medium Warm Gold,Pink Pastel,None,29.177034750626547,274
275,Passion Red,Stern,Triple Rings,WoW Coin,80s Silk Shirt,Braided Ponytail,Leader,Black To The Right,Deep Neutral,Soft Purple,None,34.03089871635375,275
276,Passion Red,Stern,Yam's Fave,None,Warrior Armor,Rose Hair,Flashy Blue,Green To The Left,Rainbow Bright,Green Purple,70s Feels,59.59364740336098,276
277,Purple,Whistle,Classic Hoops,WoW Coin,Faux Fur Coat,Royal,Red Eyeliner,Black Eye Roll,Cool Blue,Dark Emerald,None,50.229896266748106,277
278,Purple,Slight Smile,Lucky Charms,Golden Flakes,Fantasy Shirt,Boy Cut,Rainbow,Black To The Left,Medium Olive,Red Turquoise,None,39.76287444295666,278
279,Party Pink,Slight Smile,Yam's Fave,Back To The 90s,Cherry Tee,Curly Pearl Updo,None,Yellow Eye Roll,Medium Gold,Dark Purple,70s Feels,76.18822309281494,279
280,Burgundy,Slight Smile,None,None,Tuxedo,Long Dark,Red Eyeliner,Black Eye Roll,Medium Olive,Dark Emerald,None,15.929364732167928,280
281,Space,Slight Smile,Spikes,Amazonite Energy,Queen's Dress,Platinum Pixie,Treble Bass Clef Tattoo,Black Eye Roll,Deep Bronze,Green Purple,None,53.4987147840281,281
282,Passion Red,Surprised,Pearls,Amazonite Energy,Painter's Overall,Cotton Candy,Red Eyeliner,Black To The Right,Golden,Soft Purple,Red Round Sunglasses,66.55373480570917,282
283,Purple,Slight Smile,Pizza Lovers,Sun Keeper,Painter's Overall,Bob,Nose Piercing,Purple Straight,Deep Warm Gold,Green Purple,Black Round Retro,75.4485895451263,283
