,item,tattoo,mouth,hair,eyes,skin,body,tail,main,background,mustache,glasses,mask,hat,Rarity score,Token Id
206,None,None,O shaped mouth,super messy,devil eyes,yellow,robotic suit,devil tail,main,bg #8,None,None,None,None,0.9977257821342814,207
207,None,None,L shaped mouth,super messy,mixed eyeballs,white,single striped,stripped tail,main,bg #7,None,None,None,None,1.3644872748028163,208
208,None,None,happy mouth,light grey,anime eyes,fair,nurse coat,stripped tail,main,bg #7,None,None,None,None,1.8193444524266709,209
209,None,None,sad mouth,soft dark,soft eyes,black,single striped,inverted tail,main,bg #4,None,None,None,None,2.325531003349881,210
210,None,None,bored,super messy,soft eyes,white,golden armor,suoer pointed tail],main,bg #10,None,None,None,None,0.4768276518326755,211
211,None,None,O shaped mouth,light grey,mixed eyeballs,zombie,viking jacket,multi stripped tail,main,bg #10,None,None,None,None,1.3497546303540644,212
212,None,None,big gum,light grey,mixed eyeballs,zombie,golden stripped,pointed and messy tail,main,bg #1,None,None,None,None,1.5772026967203632,213
213,None,None,flat mouth,messy,crying eyes,white,body hug,suoer pointed tail],main,bg #6,None,None,None,None,0.8729438425893431,214
214,None,None,tongue out,super messy,slight thunder eyes,black,squid game suit,realistic tail,main,bg #2,None,None,None,None,2.1860469496221535,215
215,None,None,vampire,light grey,mixed eyeballs,white,viking jacket,sandy tail,main,bg #6,None,None,None,None,0.8656501979989047,216
216,None,None,classic mouth,super messy,slight thunder eyes,white,'sad' text shirt,golden stripped tail,main,bg #7,None,None,None,None,1.3424399152406041,217
217,None,None,O shaped mouth,super messy,slight thunder eyes,zombie,classic pyjamas,robot tail,main,bg #9,None,None,None,None,1.6725183044071743,218
218,None,None,sad mouth,light grey,golden eyes,black,red hood dress,double tail,main,bg #10,None,None,None,None,1.5405111769102255,219
219,None,None,O shaped mouth,realistic,dark eyes,fair,robotic suit,golden tail,main,bg #8,None,None,None,None,1.8926548169417812,220
220,None,None,happy mouth,realistic,soft eyes,black,classic pyjamas,suoer pointed tail],main,bg #1,None,None,None,None,2.0099988297762517,221
221,None,None,super happy,realistic,crying eyes,zombie,green mario coat,double tail,main,bg,None,None,None,None,1.9439578811287315,222
222,None,None,super flat mouth,super messy,anime eyes,white,green mario coat,devil tail,main,bg #10,None,None,None,None,0.4620539345072046,223
223,None,None,big dot,super messy,anime eyes,white,viking jacket,inverted tail,main,bg #10,None,None,None,None,0.7628334570901053,224
224,None,None,vampire,soft dark,sneaky peeky eyes,black,'sad' text shirt,inverted tail,main,bg #3,None,None,None,None,2.567552663855236,225
225,None,None,happy mouth,soft dark,dark eyes,fair,robotic suit,cowboy tail,main,bg rainy,None,None,None,None,1.8267033869211036,226
226,None,None,bored,messy,little eyes,yellow,purple striped,tail alive,main,bg #2,None,None,None,None,1.005020481776037,227
227,None,None,O shaped mouth,light grey,dark eyes,white,robot,devil tail,main,bg #10,None,None,None,None,0.572167482710645,228
228,None,None,big sad mouth,soft dark,mixed eyeballs,yellow,pink long sleeve,inverted tail,main,bg #1,None,None,None,None,1.547840628208574,229
229,None,None,big gum,messy,soft eyes,fair,realistic singlet,stripped tail,main,bg #10,None,None,None,None,1.2691495447816563,230
230,None,None,super happy,light grey,luminous eyes,fair,stylish pyjamas,stripped tail,main,bg #1,None,None,None,None,1.8266970777916713,231
231,None,None, tied mouth,messy,little eyes,white,robotic t-shirt,stripped tail,main,bg #3,None,None,None,None,1.0416877900905892,232
232,None,None,sad mouth,messy,soft eyes,black,green mario coat,pointed and messy tail,main,bg rainy,None,None,None,None,1.78267503811874,233
233,None,None,happy mouth,soft dark,golden eyes,zombie,robot,devil tail,main,bg #8,None,None,None,None,1.643174144267373,234
234,None,None,big gum,messy,sneaky peeky eyes,yellow,'sad' text shirt,sandy tail,main,bg #3,None,None,None,None,1.159103409939924,235
235,None,None,big sad mouth,super messy,luminous eyes,zombie,chest plate,pinky messy tail,main,bg #9,None,None,None,None,1.2324590829467288,236
236,None,None,flat mouth,super messy,golden eyes,black,'sad' text shirt,pinky messy tail,main,bg #3,None,None,None,None,1.7752771212522354,237
237,None,None,super flat mouth,messy,luminous eyes,white,'pro' text  long sleeve,golden stripped tail,main,bg #9,None,None,None,None,0.9022743004171028,238
238,None,None,smoking,messy,tired eyes,yellow,single striped,multi stripped tail,main,bg #1,None,None,None,None,1.1590560098372444,239
239,None,None,gum,realistic,angry thunder eyes,yellow,purple striped,golden tail,main,bg #11,None,None,None,None,1.056322474711721,240
240,None,None,zero shaped mouth,light grey,slight thunder eyes,black,robotic suit,robot tail,main,bg #4,None,None,None,None,2.017383047254608,241
241,None,None,classic mouth,soft dark,soft eyes,yellow,classic pyjamas,pinky messy tail,main,bg #10,None,None,None,None,1.1737517980584593,242
242,None,None,vampire,light grey,eyeball left,zombie,classic pyjamas,stripped tail,main,bg #4,None,None,None,None,1.437864003871225,243
243,None,None,bored,soft dark,soft eyes,yellow,pink long sleeve,double tail,main,bg #8,None,None,None,None,1.4818660331299967,244
244,None,None,O shaped mouth,realistic,little eyes,fair,golden armor,pinky messy tail,main,bg #5,None,None,None,None,2.1640712169888894,245
245,None,None,super happy,super messy,slight thunder eyes,zombie, king jacket,cowboy tail,main,bg #5,None,None,None,None,2.200690071018711,246
246,None,None,gum,super messy,chasis eyes,yellow,green mario coat,devil tail,main,bg #7,None,None,None,None,0.6602610669672037,247
247,None,None,tongue out,light grey,devil eyes,white,golden stripped,sandy tail,main,bg,None,None,None,None,0.7775892633567675,248
248,None,None,smoking,super messy,slight thunder eyes,fair,astro suit,double tail,main,bg #2,None,None,None,None,1.8780127603165102,249
249,None,None,O shaped mouth,light grey,angry thunder eyes,zombie,green mario coat,sandy tail,main,bg #4,None,None,None,None,0.6895441292756843,250
250,None,None,robot mouth,light grey,chasis eyes,yellow,single striped,pinky messy tail,main,bg #9,None,None,None,None,0.7849208255479914,251
251,None,None,tongue out,messy,angry thunder eyes,white,classic pyjamas,inverted tail,main,bg,None,None,None,None,1.0049636125265433,252
252,None,None,smoking,realistic,devil eyes,fair, red mario coat,robot tail,main,bg #5,None,None,None,None,1.936575749334549,253
253,None,None,O shaped mouth,messy,devil eyes,white,red hood dress,multi stripped tail,main,bg #6,None,None,None,None,0.7042083136879701,254
254,None,None, tied mouth,light grey,devil eyes,fair,black coat,stripped tail,main,bg #6,None,None,None,None,1.1297834763893195,255
255,None,None,big dot,messy,luminous eyes,black,purple striped,tail alive,main,bg,None,None,None,None,2.24481848730158,256
256,None,None,big gum,realistic,golden eyes,zombie,ash striped,pointed and messy tail,main,bg #2,None,None,None,None,1.7459066299522936,257
257,None,None,flat mouth,messy,luminous eyes,zombie,red hood dress,stripped tail,main,bg #4,None,None,None,None,1.371824103795042,258
258,None,None,indecisive,light grey,tired eyes,black,chest plate,pinky messy tail,main,bg #3,None,None,None,None,2.3182057563729477,259
259,None,None,smoking,light grey,sneaky peeky eyes,zombie,green mario coat,golden stripped tail,main,bg rainy,None,None,None,None,1.2324085195076537,260
260,None,None,cross shaped mouth,messy,soft eyes,zombie,black coat,inverted tail,main,bg #2,None,None,None,None,1.5038849565660033,261
261,None,None,big gum,soft dark,devil eyes,white,golden stripped,inverted tail,main,bg,None,None,None,None,1.2397737990875028,262
262,None,None,smoking,light grey,sneaky peeky eyes,white,'sad' text shirt,inverted tail,main,bg #1,None,None,None,None,0.9316226845553308,263
263,None,None,zero shaped mouth,messy,chasis eyes,fair,styled body hug,realistic tail,main,bg #1,None,None,None,None,1.5700249125851669,264
264,None,None,bored,soft dark,sneaky peeky eyes,yellow,pink long sleeve,tail alive,main,bg #1,None,None,None,None,1.1737286166425622,265
265,None,None,cross shaped mouth,realistic,crying eyes,yellow,jacket with bow tie,suoer pointed tail],main,bg #6,None,None,None,None,1.3644156563294512,266
266,None,None,dot,super messy,crying eyes,fair,'hi' text shirt,tail alive,main,bg #8,None,None,None,None,1.9294232465237697,267
267,None,None,big dot,light grey,angry thunder eyes,zombie,purple striped,double tail,main,bg #7,None,None,None,None,1.5698542804972508,268
268,None,None,sneaky happy mouth,realistic,soft eyes,fair,mock neck,double tail,main,bg #5,None,None,None,None,2.0246893380784567,269
269,None,None,cute sad mouth,light grey,crying eyes,zombie,golden stripped,double tail,main,bg #9,None,None,None,None,1.386431405839827,270
270,None,None,gum,light grey,dark eyes,black,brown singlet,pointed and messy tail,main,bg #6,None,None,None,None,1.5772996082137183,271
271,None,None,big dot,messy,little eyes,fair,stylish pyjamas,pinky messy tail,main,bg,None,None,None,None,2.01744836173511,272
272,None,None,zero shaped mouth,realistic,soft eyes,zombie,astro suit,tail alive,main,bg rainy,None,None,None,None,1.7680119226660203,273
273,None,None,sad mouth,realistic,soft eyes,fair,viking jacket,robot tail,main,bg #1,None,None,None,None,1.8119675940715185,274
274,None,None,super happy,realistic,anime eyes,fair,body hug,tail alive,main,bg #6,None,None,None,None,2.1053797370080023,275
275,None,None,big gum,super messy,mixed eyeballs,zombie,jacket with bow tie,cowboy tail,main,bg #4,None,None,None,None,1.9879936059654653,276
276,None,None,happy mouth,realistic,eyeball left,black,nurse coat,thief striped tail,main,bg #7,None,None,None,None,2.3988024106225962,277
277,None,None,sneaky happy mouth,soft dark,sneaky peeky eyes,white,golden stripped,pointed and messy tail,main,bg #3,None,None,None,None,1.6578930989689222,278
278,None,None,vampire,super messy,mixed eyeballs,yellow,realistic singlet,robot tail,main,bg rainy,None,None,None,None,0.983062658463051,279
279,None,None,big sad mouth,messy,devil eyes,fair,body hug,pinky messy tail,main,bg #10,None,None,None,None,1.4231576917679756,280
280,None,None,flat mouth,soft dark,tired eyes,white,green striped singlet,robot tail,main,bg #6,None,None,None,None,1.2030496123566568,281
281,None,None,vampire,light grey,chasis eyes,zombie,green striped singlet,stripped tail,main,bg #7,None,None,None,None,1.6726183664350143,282
282,None,None,happy mouth,super messy,chasis eyes,black,stylish pyjamas,double tail,main,bg #10,None,None,None,None,1.4524923745424518,283
283,None,None,vampire,messy,chasis eyes,white,'pro' text  long sleeve,tail alive,main,bg #6,None,None,None,None,0.5427790842240774,284
284,None,None,robot mouth,super messy,little eyes,white,messy,golden tail,main,bg,None,None,None,None,1.1590444259253723,285
285,None,None,big dot,soft dark,mixed eyeballs,zombie,styled body hug,devil tail,main,bg #9,None,None,None,None,1.9807473626630685,286
286,None,None,tongue out,light grey,devil eyes,white,nurse coat,cowboy tail,main,bg #9,None,None,None,None,1.1297308052973585,287
287,None,None, tied mouth,realistic,sneaky peeky eyes,yellow,mock neck,inverted tail,main,bg #11,None,None,None,None,1.1590528598559289,288
288,None,None, tied mouth,light grey,anime eyes,white,golden armor,thief striped tail,main,bg #8,None,None,None,None,1.4011345660651808,289
289,None,None,super happy,super messy,dark eyes,yellow,robotic t-shirt,cowboy tail,main,bg #11,None,None,None,None,0.8657176088318403,290
290,None,None,zero shaped mouth,soft dark,little eyes,zombie,robot,suoer pointed tail],main,bg #11,None,None,None,None,1.8046455054524606,291
291,None,None,sneaky happy mouth,soft dark,golden eyes,black, red mario coat,double tail,main,bg #6,None,None,None,None,2.046656656774272,292
292,None,None, tied mouth,super messy,dark eyes,yellow,robotic suit,robot tail,main,bg #9,None,None,None,None,0.5648812096502009,293
293,None,None,classic mouth,super messy,chasis eyes,black,chest plate,tail alive,main,bg #2,None,None,None,None,1.4231418922342354,294
294,None,None,super flat mouth,soft dark,luminous eyes,fair,'hi' text shirt,pinky messy tail,main,bg #8,None,None,None,None,2.266795279727609,295
295,None,None,O shaped mouth,realistic,angry thunder eyes,fair,astro suit,pinky messy tail,main,bg rainy,None,None,None,None,1.7018719461796037,296
296,None,None,big gum,realistic,sneaky peeky eyes,zombie,brown singlet,cowboy tail,main,bg #2,None,None,None,None,2.0613650704455475,297
297,None,None,classic mouth,realistic,dark eyes,fair,messy,stripped tail,main,bg #1,None,None,None,None,1.6725899207468877,298
298,None,None,super flat mouth,soft dark,tired eyes,zombie,body hug,devil tail,main,bg #3,None,None,None,None,2.105407120058494,299
299,None,None,cross shaped mouth,light grey,little eyes,black,doctor coat,devil tail,main,bg #4,None,None,None,None,1.8193254903467762,300
300,None,None,super flat mouth,super messy,anime eyes,zombie,body hug,inverted tail,main,bg #5,None,None,None,None,1.4964701808471377,301
301,None,None,cross shaped mouth,light grey,little eyes,zombie, red mario coat,golden tail,main,bg #9,None,None,None,None,1.4891712604469451,302
302,None,None,super happy,messy,sneaky peeky eyes,zombie,ash striped,golden tail,main,bg,None,None,None,None,1.885330638924414,303
303,None,None,L shaped mouth,super messy,tired eyes,zombie,green mario coat,pinky messy tail,main,bg,None,None,None,None,1.0489761662995427,304
304,None,None,big sad mouth,soft dark,anime eyes,fair,single striped,thief striped tail,main,bg #4,None,None,None,None,2.0760745416969133,305
305,None,None,flat mouth,super messy,eyeball left,black,robot,suoer pointed tail],main,bg #2,None,None,None,None,1.4452040006251985,306
306,None,None,super happy,super messy,crying eyes,white,squid game suit,cactus green stripped tail,main,bg #5,None,None,None,None,1.313047305241424,307
307,None,None,gum,super messy,dark eyes,fair,robot,multi stripped tail,main,bg rainy,None,None,None,None,1.181097050471031,308
308,None,None,cute sad mouth,light grey,mixed eyeballs,fair,golden armor,sandy tail,main,bg #7,None,None,None,None,2.07616828827339,309
309,None,None,O shaped mouth,super messy,mixed eyeballs,fair,doctor coat,sandy tail,main,bg #1,None,None,None,None,1.5405785886124268,310
310,None,None,bored,realistic,golden eyes,white,styled body hug,multi stripped tail,main,bg #11,None,None,None,None,0.6821841441552866,311
311,None,None,classic mouth,light grey,anime eyes,black,classic pyjamas,multi stripped tail,main,bg #1,None,None,None,None,1.8265959646637215,312
312,None,None,classic mouth,soft dark,dark eyes,fair,golden armor,devil tail,main,bg #5,None,None,None,None,1.694604627375664,313
313,None,None,big dot,light grey,soft eyes,zombie,robot,pinky striped tail,main,bg rainy,None,None,None,None,1.1444350108540602,314
314,None,None,dot,messy,devil eyes,yellow,classic pyjamas,cowboy tail,main,bg #7,None,None,None,None,1.687282548002431,315
315,None,None,flat mouth,super messy,dark eyes,black,squid game suit,sandy tail,main,bg #2,None,None,None,None,1.3571177888469237,316
