,Background,Revamped,Clothes,Tattoo,Shape,Mask,Item,Hair,Base,Aura,Hat,Experience,Level,Rarity score,Token Id
159,Japanese Motif - Yellow,False,Shirt - Japanese Black,Constellation,Minimal Frame,Full Mask,Banana,Red,Beige,None,Bucket Hat Black,None,None,37.14904455945322,159
160,Night Sky,True,Sweater - Cherry Blossoms,Crossed Out,Circle Frame,Elder Skull,None,Black,Espresso,Night,None,None,None,29.09736940713705,160
161,Japanese Motif - Blue,True,Shirt - Pixel,Greek Letters,Square Frame,Petrified Demon Mask,Sakura Branch,Black,Beige,Night,Beanie - Gray,None,None,52.11957023523921,161
162,Shooting Stars,True,Shirt - Painted Tee,None,Minimal Frame,LED Japanese Mask,None,Yellow,Espresso,Night,None,None,None,16.157459503796886,162
163,Japanese Motif - Yellow,True,Shirt - Japanese Black,None,Circle Frame,Kaiju Mecha Mask - Black,Black Scythe,Red,Porcelain,Night,Hat - Emoticon White,None,None,36.34008621717136,163
164,Red,True,Sweater - One Shoulder Blue Demon,Black Flames,Square Frame,Emoticon Owl,Yellow Katana,White,Beige,No Aura Plain,Beanie - Black,None,None,56.1493161526053,164
165,Night Sky,True,Sweater - One Shoulder Red Demon,None,Square Frame,Game Helmet - Silhouette,Red Monkey Staff,Orange-Red,Porcelain,Night,None,None,None,28.955193175664206,165
166,Shooting Stars,True,Shirt 7 - White,Attached Diamonds,Minimal Frame,Hype Black Mask,Dark Katana,Yellow,Porcelain,Night,Rice Hat - Sunflower,None,None,48.871977300681166,166
167,Painted Brush,True,Hoodie - Emoticon,None,Circle Frame,Beak Mask - Metal,Yellow Katana,Black,Golden,Light,None,None,None,34.06806439101453,167
168,Bananaz!,False,Sweater - Black and Orange,None,Minimal Frame,Petrified Demon Mask,Red Scythe,White,Golden,Light,None,None,None,22.288203721203107,168
169,Japanese Motif - Blue,False,Shirt 7 - Black,Sakura Petal,Minimal Frame,Lightning Mask,Dark Katana,Yellow,Golden,None,Rice Hat - Shadow,None,None,36.01569845328289,169
170,Japanese Motif - Pink,False,Shirt - Pixel,None,Circle Frame,Petrified Skull,None,Black,Beige,No Aura Plain,Bucket Hat White,None,None,16.097570166984315,170
171,Painted Brush,False,Kimono - Eth Checkered,3 Sevens,Square Frame,Petrified Skull,None,Black,Beige,None,Hat - 7 White,None,None,25.261331307113544,171
172,Sakura Tree,False,Sweater - Space,Crossed Out,Minimal Frame,Beak Mask - Metal,Red Scythe,Yellow,Espresso,None,Bucket Hat Akuma,None,None,38.932944497523295,172
173,Pixel - Day on an Island,False,Shirt - Taped Banana,None,Circle Frame,Kaiju Mecha Mask - White,Yellow Katana,White,Beige,None,None,None,None,16.58007115296545,173
174,Light Blue,False,Shirt - Japanese Black,Heart 7,Minimal Frame,Full Mask,None,White,Golden,Night,Hat - HERO hat,None,None,24.58049729274461,174
175,Japanese Motif - Yellow,False,Kimono - Sunflower,None,Circle Frame,Red-eyed Owl,Metal Pipe,White,Porcelain,None,Hat - 7 White,None,None,22.75067552989145,175
176,Japanese Motif - Blue,False,Shirt 7 - Black,Flame,Circle Frame,Beak Mask - Gold,None,White,Golden,No Aura Plain,Hat - 7 Black,None,None,29.581517495900894,176
177,Colorful Clouds,False,Hoodie - Sunflowers,None,Circle Frame,Petrified Skull,Dark Katana,Red,Golden,Night,Hat - Painted,None,None,24.199246935948775,177
178,Shooting Stars,False,Sweater - One Shoulder Blue Demon,None,Circle Frame,Painted Lion Mask,Sakura Branch,Yellow,Beige,Night,Beanie - Black,None,None,23.330055567963612,178
179,Sakura Tree,True,Sweater - One Shoulder Blue Demon,None,Minimal Frame,Red-eyed Owl,Banana,Orange-Red,Golden,None,Beanie - Painted,None,None,38.698006128517335,179
180,Red,False,Hoodie - Sunflowers,None,Minimal Frame,Petrified Skull,Red Katana,Yellow,Golden,Night,Bucket Hat Black,None,None,21.71902532068456,180
181,Night Sky,False,Shirt 7 - White,None,Minimal Frame,Beak Mask - Darkened,Banana,Red,Porcelain,Night,Hat - 7 Wave,None,None,21.39373784034692,181
182,Pixel - Day on an Island,True,Hoodie - Kintsugi 7,None,Square Frame,Mascot - UwU cat,None,White,Golden,None,None,None,None,16.80757389457956,182
183,Light Blue,False,Shirt - Taped Banana,Flame,Square Frame,Hype Black Mask,Gold Pipe,White,Porcelain,Light,Bucket Hat Black,None,None,42.67832417203835,183
184,Colorful Clouds,False,Hoodie - One Shoulder Fire,None,Square Frame,Hype Red Mask,Banana,Black,Espresso,Night,Bucket Hat Black,None,None,23.579188972841255,184
185,Painted Brush,False,Bomber - Black,None,Square Frame,Fox Mask - Kintsugi,None,Black,Porcelain,Night,Beanie - Painted,None,None,9.327359739745503,185
186,Pixel - Piano in a Sea,False,Sweater - One Shoulder Blue Demon,None,Square Frame,Lightning Mask,None,Orange-Red,Porcelain,Light,Bucket Hat White Kumo Motif,None,None,16.224488288128406,186
187,Japanese Motif - Blue,False,Shirt - Sevens Block,None,Square Frame,Petrified Skull,Red Scythe,White,Beige,None,Rice Hat - Package,None,None,22.689630715487663,187
188,Shooting Stars,True,Hoodie - Painted,Star,Square Frame,Sevens Japanese Mask,Dark Chef Knife,Yellow,Beige,None,Hat - 7 Black,None,None,49.985164150588105,188
189,Japanese Motif - Blue,False,Shirt - Painted Tee,None,Minimal Frame,Fox Mask - Emoticon,Metal Pipe,Red,Porcelain,None,Beanie - Aqua,None,None,23.53337393215583,189
190,Japanese Motif - Yellow,True,Shirt - Pixel,Constellation,Minimal Frame,Emoticon Owl,Sakura Branch,Yellow,Porcelain,No Aura Plain,Straw Hat,None,None,58.00422289190574,190
191,Painted Brush,True,Hoodie - Emoticon,Star,Minimal Frame,Mascot - Shiba Inu,Red Katana,White,Beige,Night,None,None,None,43.54094789474537,191
192,Painted Brush,False,Kimono - Eth Checkered,None,Circle Frame,Beak Mask - Darkened,None,White,Golden,None,None,None,None,2.836081316577944,192
193,Painted Brush,False,Shirt 7 - Black,None,Circle Frame,Sevens Japanese Mask,None,Yellow,Golden,Night,Beanie - Orange,None,None,6.953649323881161,193
194,Pixel - Piano in a Sea,False,Hoodie - Tongue,Star,Square Frame,Kaiju Mecha Mask - White,None,Red,Golden,None,Bucket Hat White Kumo Motif,None,None,25.479740047441172,194
195,Red,False,Shirt - Isekai Postal,None,Minimal Frame,Full Face Mask - Double Line,None,White,Beige,No Aura Plain,Beanie - Black,None,None,15.767085291205692,195
196,Night Sky,False,Kimono - Eth Checkered,None,Circle Frame,Petrified Skull,Red Katana,Red,Espresso,Night,Bucket Hat Official,None,None,22.37967690804153,196
197,Light Blue,False,Shirt 7 - Black,Crossed Out,Circle Frame,Scarred Skull,None,Red,Golden,Night,Bucket Hat Painted,None,None,20.489007166948266,197
198,Painted Brush,False,Shirt 7 - Black,Crossed Out,Minimal Frame,Beak Mask - Metal,None,Red,Porcelain,Light,Rice Hat - Package,None,None,26.938568990733792,198
199,Night Sky,False,Sweater - One Shoulder Blue Demon,Sakura Petal,Square Frame,Full Face Mask - X,Red Scythe,Black,Porcelain,None,Hat - 7 Black,None,None,37.5605859992808,199
200,Red,False,Shirt 7 - Black,None,Circle Frame,Full Face Mask - ???,None,White,Espresso,None,Hat - Emoticon White,None,None,8.508907730123735,200
201,Shooting Stars,True,Lab Coat,None,Square Frame,Motorcycle Helmet - Roughed,None,White,Beige,Night,None,0.0,1.0,58.62174069898326,201
202,Bananaz!,False,Shirt - Japanese Black,Black Flames,Circle Frame,Motorcycle Helmet - Roughed,Black Scythe,Orange-Red,Espresso,None,None,None,None,29.439039834138427,202
203,Light Blue,True,Bomber - Black,None,Minimal Frame,Red-eyed Owl,None,Yellow,Porcelain,Night,Beanie - Painted,None,None,21.66712757836276,203
204,Painted Brush,False,Shirt - Japanese Black,None,Square Frame,Golden Chain Skull,None,Red,Golden,Light,Bucket Hat Black,None,None,15.436725365563152,204
205,Japanese Motif - Blue,False,Kimono - Eth Checkered,Attached Diamonds,Circle Frame,Motorcycle Helmet - Black,Banana,Yellow,Espresso,No Aura Plain,None,None,None,36.86929755326397,205
206,Light Blue,False,Bomber - White and Blue,None,Circle Frame,Petrified Skull,Dark Chef Knife,Orange-Red,Beige,None,Bucket Hat Akuma,None,None,22.542207682100006,206
207,Red,False,Bomber - Black,None,Square Frame,LED Japanese Mask,None,White,Porcelain,No Aura Plain,Beanie - Gray,None,None,15.10127550579014,207
208,Sakura Tree,False,Hoodie - Tongue,None,Minimal Frame,Scarred Skull,Banana,White,Porcelain,Light,Hat - 7 Wave,None,None,30.963962860256792,208
209,Bananaz!,True,Bomber - Black,None,Square Frame,Full Face Mask - Red Stop,None,Red,Golden,Light,Beanie - White,None,None,28.528464032543287,209
210,Light Blue,True,Sweater - One Shoulder Red Demon,Crossed Out,Minimal Frame,Fox Mask - LED Scarred,None,White,Golden,None,Beanie - White,None,None,36.32966309570285,210
211,Light Blue,True,Sweater - One Shoulder Red Demon,None,Circle Frame,Emoticon Owl,Black Scythe,Red,Golden,Night,Beanie - Yellow,0.0,1.0,79.18767637490097,211
212,Night Sky,True,Hoodie - Emoticon,None,Minimal Frame,Red-eyed Owl,Red Space Fork,Black,Beige,Night,Beanie - Painted,0.0,1.0,79.27906239852169,212
213,Japanese Motif - Pink,False,Shirt - Isekai Postal,Kanji,Minimal Frame,Motorcycle Helmet - White,None,White,Porcelain,No Aura Plain,None,None,None,24.554759372584048,213
214,Japanese Motif - Pink,False,Bomber - White and Blue,None,Circle Frame,Emoticon Owl,None,White,Beige,None,Hat - 7 Wave,None,None,10.638474414470314,214
215,Colorful Clouds,True,Shirt - Painted Tee,None,Minimal Frame,Scarred Skull,None,Yellow,Espresso,Night,Bucket Hat Painted,None,None,23.97461900536645,215
216,Shooting Stars,False,Bomber - White and Blue,Constellation,Circle Frame,Full Face Mask - Double Line,Metal Pipe,Yellow,Beige,Night,Rice Hat - Package,None,None,37.94173980024723,216
217,Japanese Motif - Pink,False,Shirt - Sevens Block,None,Square Frame,Lightning Mask,None,Yellow,Golden,Light,Rice Hat - Package,None,None,15.68575926801154,217
218,Night Sky,True,Shirt - Isekai Postal,Flame,Square Frame,Fox Mask - Sealed,None,Black,Golden,Night,Hat - 7 Wave,None,None,37.78297218429725,218
219,Pixel - Day on an Island,False,Sweater - Black and Orange,None,Circle Frame,Hype Red Mask,None,Yellow,Beige,None,Rice Hat - White,None,None,11.431319231101035,219
220,Light Blue,True,Kimono - Sunflower,None,Circle Frame,Beak Mask - Gold,None,White,Golden,Night,Rice Hat - Sunflower,None,None,23.166534221952684,220
221,Japanese Motif - Blue,True,Hoodie - Sunflowers,Star,Square Frame,Painted Black Mask,Yellow Katana,Red,Espresso,Light,Bucket Hat Yellow,None,None,56.28675030269711,221
222,Pixel - Piano in a Sea,True,Sweater - Kintsugi,Greek Letters,Circle Frame,Mascot - Joyful cat,None,Yellow,Beige,None,None,None,None,32.34502111861951,222
223,Pixel - Day on an Island,False,Shirt - Sevens Block,Star,Minimal Frame,Sevens Japanese Mask,None,Red,Golden,Light,Beanie - Orange,None,None,30.099887573427626,223
224,Japanese Motif - Yellow,False,Sweater - Cherry Blossoms,Seven,Minimal Frame,Sevens Japanese Mask,None,Orange-Red,Espresso,None,Beanie - Black,None,None,22.166088637006926,224
225,Japanese Motif - Pink,True,Sweater - Cherry Blossoms,None,Square Frame,Sevens Japanese Mask,Red Scythe,Yellow,Golden,No Aura Plain,Beanie - Black,None,None,41.427101146674794,225
226,Pixel - Day on an Island,False,Shirt - Japanese Black,None,Minimal Frame,Kaiju Mecha Mask - Black,None,White,Porcelain,None,Hat - Emoticon White,None,None,11.050076122317444,226
227,Japanese Motif - Blue,False,Shirt - Pixel,Seven,Circle Frame,Sevens Japanese Mask,Metal Pipe,White,Beige,No Aura Plain,Bucket Hat Painted,None,None,41.74312663819952,227
228,Pixel - Piano in a Sea,True,Shirt - Isekai Postal,Emoticon,Minimal Frame,Mascot - UwU cat,Red Scythe,Yellow,Porcelain,Light,None,None,None,48.658411535561555,228
229,Light Blue,True,Sweater - Kintsugi,Emoticon,Square Frame,Fox Mask - Sealed,Metal Pipe,Black,Espresso,Night,Bucket Hat Official,None,None,50.676294991866676,229
230,Japanese Motif - Blue,False,Hoodie - Fire Heart,None,Square Frame,Kaiju Mecha Mask - 07,Red Katana,Orange-Red,Espresso,Light,Bucket Hat Painted,None,None,28.910675165418482,230
231,Shooting Stars,True,Shirt - Pixel,Crossed Out,Circle Frame,Lightning Mask,None,Yellow,Golden,Night,Bucket Hat Black,None,None,36.02468229916313,231
232,Red,False,Shirt - Taped Banana,Constellation,Square Frame,Painted Owl mask,Sakura Branch,White,Espresso,None,Hat - Emoticon Black,None,None,37.69791923625827,232
233,Colorful Clouds,True,Sweater - One Shoulder Red Demon,Seven,Circle Frame,Game Helmet - Silhouette,Black Scythe,Yellow,Porcelain,Night,None,None,None,43.58683336153251,233
234,Colorful Clouds,False,Shirt 7 - Black,None,Minimal Frame,Petrified Skull,None,Yellow,Porcelain,None,Bucket Hat Official,None,None,9.037249877454586,234
235,Shooting Stars,False,Sweater - Space,Emoticon,Circle Frame,Hype Red Mask,Sakura Branch,Black,Beige,None,Bucket Hat Red Kumo Motif,None,None,36.88977200612722,235
236,Red,False,Sweater - Kintsugi,Crossed Out,Square Frame,Painted Owl mask,None,Red,Golden,Light,Beanie - Orange,None,None,28.55995265485946,236
237,Light Blue,False,Shirt 7 - White,Crossed Out,Square Frame,Emoticon Owl,Banana,White,Beige,Light,Beanie - Painted,None,None,40.05585223686744,237
238,Light Blue,False,Hoodie - Painted,Seven,Minimal Frame,Painted Black Mask,None,White,Espresso,Night,Bucket Hat Red SH777SH,None,None,23.29463173612752,238
239,Bananaz!,False,Shirt - Taped Banana,Seven,Minimal Frame,Kaiju Mecha Mask - Black,None,Black,Porcelain,Light,Hat - Emoticon Black,None,None,29.8660667811941,239
240,Bananaz!,False,Bomber - Black,None,Square Frame,Mascot - UwU cat,None,Orange-Red,Beige,None,None,None,None,1.2244866362656783,240
241,Bananaz!,False,Sweater - Cherry Blossoms,None,Circle Frame,Full Face Mask - Red Stop,Red Katana,Orange-Red,Espresso,No Aura Plain,Beanie - Gray,None,None,29.352785120396735,241
242,Light Blue,False,Bomber - Black,Heart 7,Square Frame,Hype Red Mask,Chef Knife,Red,Golden,Light,Bucket Hat Official,None,None,41.68727122001228,242
243,Pixel - Piano in a Sea,True,Shirt 7 - White,Seven,Circle Frame,Emoticon Owl,Banana,Red,Porcelain,None,Beanie - Aqua,None,None,48.77049853521097,243
244,Pixel - Piano in a Sea,False,Shirt 7 - White,Attached Diamonds,Minimal Frame,Fox Mask - Scarred,Red Space Fork,Orange-Red,Golden,None,Rice Hat - White,None,None,37.68258487521152,244
245,Night Sky,False,Sweater - Cherry Blossoms,None,Square Frame,Hype Black Mask,Red Monkey Staff,Orange-Red,Golden,Night,Bucket Hat Black,None,None,22.049125213173443,245
246,Colorful Clouds,True,Hoodie - Tongue,None,Square Frame,Mascot - UwU cat,None,Black,Espresso,Night,None,None,None,16.37073396211338,246
247,Light Blue,False,Hoodie - Tongue,Crossed Out,Square Frame,Petrified Demon Mask,None,Orange-Red,Porcelain,No Aura Plain,Beanie - Gray,None,None,29.220446683237295,247
248,Red,True,Shirt - Japanese Black,None,Circle Frame,Full Mask,None,Yellow,Golden,None,Rice Hat - Kintsugi,None,None,22.902195696413305,248
249,Night Sky,False,Sweater - One Shoulder Red Demon,Heart 7,Circle Frame,Petrified Demon Mask,Chef Knife,Black,Golden,None,Hat - Painted,None,None,37.89602134131032,249
250,Shooting Stars,True,Shirt - Japanese Black,None,Circle Frame,Lion - Fire Mustache,Yellow Katana,Orange-Red,Golden,Night,None,None,None,28.167413559531497,250
251,Night Sky,True,Hoodie - Fire Heart,Black Flames,Minimal Frame,Painted Black Mask,None,Orange-Red,Espresso,Night,Rice Hat - Sunflower,None,None,37.32057663279287,251
252,Bananaz!,True,Bomber - Golden,None,Minimal Frame,Painted Owl mask,Gold Pipe,Black,Espresso,No Aura Plain,Hat - Emoticon Black,None,None,44.41554790840223,252
253,Painted Brush,True,Hoodie - Kintsugi 7,Sakura Petal,Minimal Frame,Lion - Fire Mustache,Banana,Yellow,Beige,Night,Hat - Emoticon White,None,None,51.17422193953094,253
254,Painted Brush,False,Shirt - Taped Banana,None,Square Frame,Fox Mask - Sealed,Metal Monkey Staff,Black,Beige,Night,None,None,None,15.81795248982456,254
255,Night Sky,False,Shirt - Sevens Block,Seven,Square Frame,Hype Red Mask,Red Space Fork,Yellow,Porcelain,None,Bucket Hat Black,None,None,35.31918069533737,255
256,Japanese Motif - Yellow,True,Lab Coat,None,Circle Frame,Mascot - UwU cat,Metal Pipe,Black,Porcelain,Light,None,None,None,34.26113901069819,256
257,Shooting Stars,False,Shirt 7 - White,None,Square Frame,Emoticon Owl,None,Red,Golden,Night,Hat - Painted,None,None,8.524090275181766,257
258,Colorful Clouds,False,Hoodie - One Shoulder Fire,None,Square Frame,Game Helmet - Silhouette,Sakura Branch,Yellow,Golden,Light,None,None,None,22.948689720292546,258
259,Light Blue,False,Shirt 7 - Black,None,Circle Frame,Kaiju Mecha Mask - Black,Red Katana,Red,Espresso,No Aura Plain,Bucket Hat Yellow,None,None,27.02502848183573,259
260,Painted Brush,True,Sweater - One Shoulder Blue Demon,None,Circle Frame,Full Face Mask - X,None,White,Golden,Night,Hat - 7 White,None,None,23.578149024865784,260
261,Painted Brush,False,Sweater - Cherry Blossoms,Sakura Petal,Circle Frame,Full Mask,Metal Pipe,Yellow,Porcelain,Night,Bucket Hat Official,None,None,37.138822634914995,261
262,Bananaz!,False,Lab Coat,None,Square Frame,Full Face Mask - Red Stop,None,White,Beige,Night,Hat - Painted,None,None,10.735325873149772,262
263,Shooting Stars,False,Hoodie - One Shoulder Lotus,None,Circle Frame,Fox Mask - Kintsugi,Banana,Orange-Red,Golden,None,Bucket Hat White Kumo Motif,None,None,23.31472845327116,263
264,Colorful Clouds,False,Kimono - Eth Checkered,Seven,Circle Frame,Akuma Half Mask - White,None,White,Espresso,Light,Bucket Hat Akuma,None,None,30.73527772756071,264
265,Japanese Motif - Pink,False,Sweater - One Shoulder Cherry Blossoms,None,Square Frame,Red-eyed Owl,Metal Monkey Staff,Yellow,Beige,None,Hat - HERO hat,None,None,22.86248730717839,265
266,Colorful Clouds,False,Shirt - Isekai Postal,None,Circle Frame,Game Helmet - Shiba Inu,None,Yellow,Espresso,Night,None,None,None,3.705548659187796,266
267,Red,True,Shirt - Isekai Postal,None,Square Frame,Motorcycle Helmet - Black,Yellow Katana,Black,Espresso,Night,None,None,None,27.638822959198762,267
268,Painted Brush,True,Shirt - Sevens Block,Crossed Out,Square Frame,Hype Red Mask,None,Black,Beige,Light,Bucket Hat Black,None,None,40.69501579075131,268
269,Bananaz!,False,Hoodie - Emoticon,None,Circle Frame,Game Helmet - Shiba Inu,Red Monkey Staff,Red,Beige,Light,None,None,None,21.937471041287935,269
270,Colorful Clouds,False,Hoodie - Painted,None,Minimal Frame,Fox Mask - LED Scarred,None,Red,Porcelain,None,Rice Hat - Shadow,None,None,11.23311910150661,270
271,Painted Brush,False,Kimono - Sunflower,None,Minimal Frame,Beak Mask - Metal,None,White,Golden,None,Hat - 7 White,None,None,9.555935935675826,271
272,Japanese Motif - Pink,False,Shirt 7 - White,None,Square Frame,Akuma Half Mask - Black,Yellow Katana,Red,Golden,Night,Bucket Hat Black,None,None,21.02771725909318,272
273,Red,False,Bomber - Black,Emoticon,Square Frame,Scarred Skull,Chef Knife,Black,Espresso,No Aura Plain,Hat - 7 White,None,None,41.34674015935812,273
274,Red,False,Sweater - Cherry Blossoms,Heart 7,Square Frame,Hype Red Mask,None,Yellow,Beige,No Aura Plain,Rice Hat - Kintsugi,None,None,30.91804106929566,274
275,Painted Brush,True,Shirt 7 - White,Crossed Out,Square Frame,Mecha Bird - Seagull,None,White,Beige,Night,None,None,None,27.770833193115795,275
276,Shooting Stars,False,Shirt - Sevens Block,None,Square Frame,Petrified Skull,None,White,Golden,None,Bucket Hat Yellow,None,None,8.833885774868206,276
277,Red,False,Bomber - White and Blue,Flame,Square Frame,Game Helmet - Silhouette,Maple Branch,Yellow,Espresso,None,None,None,None,29.723562242526068,277
