,Hat Color,Glasses Frame Color,Overall Color,Shirt Color,Boot Color,Pupil Color,Hair Color,Hat,Facial Hair,Glasses,Held Item,Hair Style,Outfit,Gender,Class,Zipper Color,Helmet Glass Color,Glove Color,Suit Color,Pant Color,Shoe Color,Belt Buckle Color,Bandana Color,Belt Color,Tie Color,Life Buoy Color,Robe Color,Lifejacket Color,Miscellaneous,Jumpsuit Color,Foot Color,Vest Color,Apron Color,Special,Shirt Collar Color,Undershirt Color,String Color,Jacket Color,Spatula Color,Dress Color,Frame Color,Pants Color,Lab Coat Color,Fuel Rod Color,Gloves and Boots Color,Fish 1 Color,Skirt Color,Gloves and Foot Color,Horn Color,Hoof Color,Coat Color,Breed,Overalls Color,Shirt Accent Color,Badge Accent 1 Color,Suspender Color,Wool Color,Eye Patch Color,Feather Color,Comb and Wattle Color,Water Tank Color,Track Color,Body Color,Shirt and Pant Color,Sleeve Color,Wheel Color,Skin Color,Rarity score,Token Id
66,None,None,None,None,None,Millbrook,Black,None,None,None,None,Side-Swept,Robe,Male,Miller,None,None,None,None,Black,Medium Gray,None,None,Dark Gray,None,None,Gimblet,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,14.908535889823538,66
67,None,None,None,None,None,Cement,Mine Shaft,None,None,None,None,Ponytail,Robe,Male,Miller,None,None,None,None,Indian Khaki,Dark Brown,None,None,Dark Gray,None,None,Mandy's Pink,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,16.588400971709703,67
68,Pelorous,None,None,Cream Can,None,Millbrook,Westar,Ball Cap,Brush Mustache,None,Steel,Mullet,Tank Top Belly,Male,Trucker,None,None,None,None,Gray Olive,Black,None,None,Medium Gray,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,22.90172609614655,68
69,Electric Violet,None,None,Sail,Black,Cement,Black,Ball Cap,Chevron Mustache,None,Computer,Pageboy,Life Jacket,Male,Boat Captain,None,None,None,None,White,None,None,None,None,None,None,None,Electric Green,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,35.98936009635046,69
70,Scarlet,None,None,White,Dark Gray,Cement,White,Ivy Cap,None,None,Hatchet,Ponytail,Casual Rancher Outfit,Female,Rancher,None,None,None,None,Blue Vogue,None,None,Scarlet,Medium Brown,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,45.720685358278466,70
71,Electric Violet,None,None,Saratoga,Light Gray,Cement,Cumin,Stetson,Horseshoe Mustache,None,Drill,Cornrows,Life Jacket,Male,Boat Captain,None,None,None,None,Twine,None,None,None,None,None,None,None,Electric Green,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,39.38990490093114,71
72,None,Screamin' Green,None,None,None,Cement,Black,None,None,Luxury,None,Payot,Miller Bartender,Female,Miller,None,None,None,None,White,Dark Gray,None,None,Dark Gray,None,None,None,None,Face Mask,None,None,Mandy's Pink,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,54.94105689618776,72
73,None,None,None,None,None,Deep Sea Green,Cumin,None,None,None,None,Side-Swept,Robe,Male,Miller,None,None,None,None,Merlin,Black,None,None,Medium Gray,None,None,Mandy's Pink,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,19.172312221124237,73
74,Electric Violet,None,Electric Green,Lemon Ginger,Medium Brown,Cement,White,Reverse Cap,None,None,Steel,Side-Swept,Overalls and Backpack,Female,Builder,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,34.31716088460469,74
75,Pelorous,None,None,Armadillo,None,Millbrook,Nomad,Hard Hat,Goatee Beard,None,Hammer,Pageboy,Medallion ,Male,Trucker,None,None,None,None,Mirage,Black,None,None,Medium Gray,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,22.093615201995497,75
76,None,None,None,Amethyst Smoke,None,Millbrook,Chicago,None,Hungarian Mustache,None,None,Afro,Checkered Shirt,Male,Factory Worker,None,None,None,None,Merlin,Medium Brown,None,None,Dark Gray,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,10.197192765650009,76
77,Black,None,None,White,Light Gray,Cement,Nomad,Hard Hat,Pencil Mustache,None,Drill,Hightop,Casual Rancher Outfit,Male,Rancher,None,None,None,None,Elm,None,None,White,Black,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,45.849692504362565,77
78,None,None,None,White,None,Millbrook,Cumin,None,None,None,None,Crew Cut,Captain Uniform Relaxed,Female,Freight Captain,None,None,None,None,White,Black,None,None,None,None,None,None,None,None,None,None,None,None,None,None,Armadillo,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,18.78126761771332,78
79,None,None,None,None,None,Cement,Black,None,None,None,None,Afro,Robe,Male,Miller,None,None,None,None,Shadow,Dark Gray,None,None,Medium Brown,None,None,Pastel Green,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,15.183706159052191,79
80,None,None,None,None,None,Cement,Chicago,None,None,None,None,Long Fringe,Miller Bartender,Male,Miller,None,None,None,None,Elm,Black,None,None,Light Gray,None,None,None,None,None,None,None,Lemon Ginger,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,15.632241625363594,80
81,None,None,Twine,Hawaiian Tan,None,Black,Chicago,None,Chevron Mustache,None,Drill,Pageboy,Checkered Shirt and Dungarees,Male,Farmer,None,None,None,None,None,Dark Gray,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,20.579918649865313,81
82,Armadillo,None,None,None,Medium Gray,Millbrook,Millbrook,Fedora,None,None,None,Pageboy,Rain Jacket ,Female,Boat Captain,None,None,None,None,Gray Olive,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,Yellow,Amethyst Smoke,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,48.27006641787608,82
83,None,None,None,None,None,Deep Sea Green,Millbrook,None,None,None,None,Mop Top,Robe,Male,Miller,None,None,None,None,Japanese Laurel,Black,None,None,Black,None,None,Gimblet,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,18.601477040682507,83
84,White,None,None,Terracotta,Black,Millbrook,Chicago,Straw Hat,Comb Mustache,None,None,Curly,Life Jacket Whistle,Male,Boat Captain,None,None,None,None,White,None,None,None,None,None,None,None,Orange,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,31.94119054278025,84
85,Yellow,None,None,None,Dark Gray,Blue,Tango,Straw Hat,None,None,None,Bob,Safety Vest and Utility Belt,Female,Builder,None,None,None,None,Electric Green,None,None,None,None,None,None,None,None,None,None,None,Tussock,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,34.846786462282424,85
86,Orient,Scarlet,None,Amethyst Smoke,None,Blue,Westar,Flat Cap,None,Future,Hatchet,Long Fringe,Checkered Lumberjack Shirt,Female,Lumberjack,None,None,None,None,Twine,Black,None,None,Black,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,47.96209272753594,86
87,Black,None,None,Gossip,None,Cement,Millbrook,Flat Cap,None,None,Computer,Payot,Gingham Lumberjack Dress,Female,Lumberjack,None,None,None,None,None,Medium Gray,None,None,Dark Gray,None,None,None,None,None,None,None,None,None,None,None,Twine,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,37.326874926947546,87
88,Armadillo,Electric Violet,None,Amethyst Smoke,Light Brown,Millbrook,Mine Shaft,Ivy Cap,None,Open Frame,None,Afro,Casual Rancher Outfit,Male,Rancher,None,None,None,None,Elm,None,None,Electric Violet,Dark Brown,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,55.10648207004279,88
89,None,None,None,Pastel Green,None,Millbrook,Chicago,None,Goatee Beard,None,Spyglass,None,Checkered Shirt,Male,Factory Worker,None,None,None,None,Butterfly Bush,Black,None,None,Light Brown,None,None,None,None,None,None,None,None,None,Skeleton,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,31.14108610375352,89
90,White,None,None,Armadillo,None,Millbrook,Chicago,Reverse Cap,Long Stache and Beard,None,Hammer,80s,Checkered Lumberjack Shirt,Male,Lumberjack,None,None,None,None,Regent Gray,Dark Brown,None,None,Black,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,24.557441890798554,90
91,Screamin' Green,Heliotrope,None,Tussock,None,Millbrook,Chicago,Ball Cap,None,Open Frame,None,Long & Tied Up,None,None,Trucker,None,None,None,None,White,Dark Brown,None,None,Black,None,None,None,None,None,None,None,None,None,Zombie,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,57.73909977230688,91
92,Screamin' Green,Pelorous,Japanese Laurel,Sail,None,Millbrook,Mine Shaft,Hard Hat,None,Luxury,Hammer,Mullet,Dairy Farmer,Female,Farmer,None,None,None,None,None,Dark Brown,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,47.449874436927935,92
93,None,None,None,Blue,None,Millbrook,Mine Shaft,None,Comb Mustache,None,None,Afro,Captain Uniform Relaxed,Male,Freight Captain,None,None,None,None,Blue,Light Gray,None,None,None,None,None,None,None,None,None,None,None,None,None,None,Scarlet,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,20.93466621587627,93
94,Orient,Screamin' Green,None,Saratoga,Black,Cement,Millbrook,Flat Cap,Goatee Beard,Heart,Fork,Side-Swept,Ranch Boss,Male,Rancher,None,None,None,None,Elm,None,None,None,Dark Gray,None,None,None,None,None,None,None,None,None,None,Pelorous,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,67.30710697976104,94
95,None,None,None,None,None,Millbrook,Westar,None,None,None,None,Payot,Baker Apron,Female,Baker,None,None,None,None,None,Black,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,Black,Terracotta,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,27.4659868836199,95
96,Heliotrope,None,None,Lemon Ginger,Dark Gray,Blue,Nomad,Flat Cap,Bush Beard,VR,Hammer,Quiff,Lumberjack Shirt and Braces,Male,Lumberjack,None,None,None,None,Japanese Laurel,None,None,None,Dark Brown,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,Scarlet,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,60.23848464018822,96
97,Scarlet,None,None,Armadillo,None,Cement,Millbrook,Stetson,Brush Mustache,None,Drill,Afro,Tank Top Belly,Male,Trucker,None,None,None,None,Merlin,Dark Brown,None,None,Black,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,22.712628733911693,97
98,Pink,None,None,None,Black,Cement,Black,Flat Cap,None,None,Chainsaw,Payot,Safety Vest and Utility Belt,Male,Builder,None,None,None,None,Yellow,None,None,None,None,None,None,None,None,None,None,None,Cream Can,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,30.9329571020512,98
99,Orange,None,None,Dull Lavender,None,Cement,Cumin,Stetson,None,None,Shovel,Ponytail,Miner Safety Overalls,Female,Miner,None,None,None,None,Merlin,Dark Gray,None,None,Light Gray,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,27.636694985771847,99
100,Orange,None,None,None,Medium Brown,Deep Sea Green,Chicago,Straw Hat,Bush Beard,None,Pickaxe,Side-Swept,Safety Vest and Utility Belt,Male,Builder,None,None,None,None,Red,None,None,None,None,None,None,None,None,None,None,None,Amethyst Smoke,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,41.554758384614715,100
101,None,Screamin' Green,None,Mandy's Pink,None,Cement,Westar,None,Brush Mustache,Oval Frame,Chainsaw,Afro,Worker Uniform,Male,Factory Worker,None,None,None,None,Blue Vogue,Medium Brown,None,None,Black,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,38.022928124335486,101
102,Screamin' Green,None,None,Tussock,Dark Brown,Blue,Millbrook,Reverse Cap,None,None,Computer,Long & Tied Up,Ranch Boss,Female,Rancher,None,None,None,None,Blue Vogue,None,None,None,Medium Brown,None,None,None,None,None,None,None,None,None,None,Orient,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,51.04783062996942,102
103,Electric Violet,None,None,Dull Lavender,Dark Gray,Blue,Millbrook,Hard Hat,Horseshoe Mustache,VR,None,Mullet,Checkered Rancher Outfit,Male,Rancher,None,None,None,None,Black,None,None,Pelorous,Light Brown,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,Heliotrope,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,67.51005819911849,103
104,Screamin' Green,None,Twine,Black,None,Millbrook,Millbrook,Hard Hat,None,None,Computer,Long Fringe,Checkered Shirt and Dungarees,Female,Farmer,None,None,None,None,None,Dark Gray,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,24.266505959567507,104
105,Yellow,Screamin' Green,None,Gimblet,None,Deep Sea Green,Millbrook,Hard Hat,Long Stache and Beard,Oval Frame,None,Mop Top,Worker Uniform,Male,Factory Worker,None,None,None,None,Japanese Laurel,Dark Gray,None,None,Dark Brown,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,42.24865659807358,105
